,id,seeker_post,response_post,ER_label,IP_label,EX_label,conv_type
4109,4109,"this again? ok. nyc first reported a rare syndrome that seemed to be related to covid. that narrative disappeared near 24 may. i think nc or sc reported more cases in june when started to lose steam then stopped when it picked back up. now, here we are.","yeah, so i've worked a lot with seattle children's and their medical opinion is a fuckton more reputable than yours.",0,2,0,between
4110,4110,"your guy tweets 12-year old name calling and conspiracies. your guy literally doesn't care that russia put bounties on out troops. your guy has no understanding of government, the constitution, or science. your guy is so self centered he doesn't care that 180k people are dead.","your old guy and new guy did nothing for 8 years. while trimp is far from perfect, he has never been a politician but has worked tirelessly for the american people. i will take a non-pplitician who gets things done over a smooth talking, get nothing accomplished policitican.",0,0,0,between
4111,4111,"but, trump says to open all schools!",use your common sense and keep your children home until this is controlled better.,0,0,0,within
4112,4112,as an undecided voter this gives me a sense of empathy for the president and my concern for him makes me feel patriotic. it'll be interesting to see how this works into my decision in the 2020 election.,russians aren't allowed to vote in our elections though....,0,0,0,between
4113,4113,"what the h €ll is ""chyna virus -related syndrome"" ???????",trumpvirus,0,0,0,between
4114,4114,as an undecided voter this gives me a sense of empathy for the president and my concern for him makes me feel patriotic. it'll be interesting to see how this works into my decision in the 2020 election.,thats a great reason to choose a candidate....,0,0,0,between
4115,4115,"folks, please don’t listen to the guy who wants to experiment with your children’s health so he can keep his job.

keep the children at home. we’re in the middle of a pandemic. 

thanks.","he doesn’t care about me, you or our children there is only one person that he is concerned with and that is himself. don’t put your babies in school just because he wants to grow his economy.",0,0,0,within
4116,4116,as an undecided voter this gives me a sense of empathy for the president and my concern for him makes me feel patriotic. it'll be interesting to see how this works into my decision in the 2020 election.,too bad he wasn’t shot.,0,0,0,between
4117,4117,remember folks that common cold and the flu fall under the corona virus category. if they word it like this it does not mean that it is covid 19 this is the criminal disconnect. we need truth in reporting. not getting it. kind a like mail in voting!,"it’s not a cold or the flu. they are tested separately, the flu and covid19",0,0,0,between
4118,4118,did they get the son of a bitch..,"hes back at podium, talking already.",0,0,0,within
4119,4119,did they get the son of a bitch..,no class what so ever,0,0,0,between
4120,4120,fact check: very false.,"i hear this a lot.

i wonder what the 'hard-working' metric is?

compared to all presidents? or just the last one? or just the current one?

number of; hrs in the oval office, hrs on a golf course, phone calls made, diplomatic summits, legislation signed, speeches made, etc?",0,0,2,between
4121,4121,he doesn’t even know what he is saying,"oh, he does. he’s just the american problem.",0,0,0,within
4122,4122,"just goes to prove no one wants people illegally crossing their border w/o permission. canada is a sovereign nation, and as such they have a perfect right to be as picky as they want about who gets to enter. the u.s. ought have the same right to be picky at their borders.",it's actually because we loathe hypocrites and have been watching your nation lose its damn mind for four years - we want neither up here thankyounotsorry.,0,0,0,within
4123,4123,fact check: very false.,navarro: a lying dog-faced pony soldier,0,0,0,within
4124,4124,too bad he came back!,must be sad being u,0,0,0,between
4125,4125,navarro taking ass kissing to a whole new level.,"personally, yes, but jim jordan had his pervert, dr strauss, teach him how 2 do it right! so the dr. used jim’s juveniles, so that jim could graduate 2 the big leagues,and kiss our putin pet’s us lame duck’s ass daily!

(who knew that putin had a pet duck trapped in quacksand?)",0,0,0,within
4126,4126,too bad he came back!,"you don’t have to watch. go watch biden..... oh right, he’s in his basement.",0,0,0,between
4127,4127,people wouldn't care about his golfing had he not attacked obama so much for golfing far less than trump does.,"at first, maybe.  but, as we learned that his golfing is a way to soak the taxpayers, it became even more important.  i hated the fact that candidate trump repeatedly said he would not have time for golf.  like his other promises poof!",0,2,0,within
4128,4128,delusional.,"this administration has taken harry frankfurt's mini-treatise ""on bullshit"" as a how-to manual.",0,0,0,within
4129,4129,"well, trump can do stuff like that, he is president and nancy can just piss her panties....","well said, the other - michael moore.  i think i like you better!",0,0,0,within
4130,4130,he has spent the equivalent of 9 straight months of his presidency doing this,maybe he should try swimming or bike riding for exercise because golfing ain't cutting it pal.,0,0,0,within
4131,4131,relatively undocumented moral sequence in history: after wwii only a handful (1800) of nazis were caught and tried in legal contexts (ex-the nuremberg trials)-yet over the years that followed w/ precision almost all nazis that escaped were hunted down and met mysterious ending fates,i assume many of the accidents that befell people occurred in and around brazil.,0,0,0,within
4132,4132,trump works 24/7 and has his whole life.  anyone trying to portray him as lazy is lying.,you’re misinformed penny.,0,0,0,between
4133,4133,not the last time he will be escorted out of there.,get a life.,0,0,0,between
4134,4134,right leg dragging,i wondered why he was being dragged out of a hearse,0,0,0,within
4135,4135,"hey right wing folks, why didn't he salute a single serviceman?","as a civilian, he's not supposed to. i have read that it was president reagan started that shit.",0,0,0,within
